연도,주차,연령대,의사환자 분율,입원환자 수,인플루엔자 검출률,예방접종률,응급실 인플루엔자 환자,아형
2023,42,1-6세,17.8,74.0,,,570.0,A(H1N1)pdm09
2023,42,13-18세,39.9,17.0,30.8,,683.0,A(H1N1)pdm09
2023,42,19-49세,18.5,21.0,8.9,,858.0,A(H1N1)pdm09
2023,42,50-64세,9.1,39.0,14.8,,253.0,A(H1N1)pdm09
2023,42,65-69세,,,,31.4,,A(H1N1)pdm09
2023,42,65세 이상,,,,51.0,,A(H1N1)pdm09
2023,42,65세이상,4.5,77.0,11.1,,276.0,A(H1N1)pdm09
2023,42,7-12세,50.4,58.0,56.4,,1333.0,A(H1N1)pdm09
2023,42,70-74세,,,,53.1,,A(H1N1)pdm09
2023,42,75세 이상,,,,66.1,,A(H1N1)pdm09
2023,42,연령미상,,,,,0.0,A(H1N1)pdm09
2023,43,0-6세,,,18.6,,,A(H1N1)pdm09
2023,43,0세,9.0,11.0,,,43.0,A(H1N1)pdm09
2023,43,1-6세,27.9,107.0,,,912.0,A(H1N1)pdm09
2023,43,13-18세,67.5,53.0,51.6,,1260.0,A(H1N1)pdm09
2023,43,19-49세,30.3,34.0,22.0,,1561.0,A(H1N1)pdm09
2023,43,50-64세,12.6,35.0,19.2,,405.0,A(H1N1)pdm09
2023,43,65-69세,,,,50.3,,A(H1N1)pdm09
2023,43,65세 이상,,,,65.3,,A(H1N1)pdm09
2023,43,65세이상,6.0,78.0,21.1,,427.0,A(H1N1)pdm09
2023,43,7-12세,86.9,92.0,61.2,,2383.0,A(H1N1)pdm09
2023,43,70-74세,,,,67.7,,A(H1N1)pdm09
2023,43,75세 이상,,,,76.5,,A(H1N1)pdm09
2023,43,연령미상,,,,,0.0,A(H1N1)pdm09
2023,44,0-6세,,,17.4,,,A(H1N1)pdm09
2023,44,0세,14.1,12.0,,,62.0,A(H1N1)pdm09
2023,44,1-6세,33.6,109.0,,,862.0,A(H1N1)pdm09
2023,44,13-18세,84.8,50.0,44.4,,1392.0,A(H1N1)pdm09
2023,44,19-49세,38.3,52.0,21.3,,1910.0,A(H1N1)pdm09
2023,44,50-64세,17.2,53.0,21.4,,583.0,A(H1N1)pdm09
2023,44,65-69세,,,,60.6,,A(H1N1)pdm09
2023,44,65세 이상,,,,72.5,,A(H1N1)pdm09
2023,44,65세이상,9.2,111.0,17.4,,528.0,A(H1N1)pdm09
2023,44,7-12세,90.8,93.0,62.1,,2344.0,A(H1N1)pdm09
2023,44,70-74세,,,,75.2,,A(H1N1)pdm09
2023,44,75세 이상,,,,81.0,,A(H1N1)pdm09
2023,44,연령미상,,,,,0.0,A(H1N1)pdm09
2023,45,0-6세,,,18.6,,,A(H1N1)pdm09
2023,45,0세,11.5,5.0,,,63.0,A(H1N1)pdm09
2023,45,1-6세,25.8,68.0,,,601.0,A(H1N1)pdm09
2023,45,13-18세,77.0,33.0,52.5,,1019.0,A(H1N1)pdm09
2023,45,19-49세,34.9,38.0,23.7,,1631.0,A(H1N1)pdm09
2023,45,50-64세,17.0,45.0,24.1,,451.0,A(H1N1)pdm09
2023,45,65-69세,,,,66.3,,A(H1N1)pdm09
2023,45,65세 이상,,,,76.3,,A(H1N1)pdm09
2023,45,65세이상,9.3,102.0,12.5,,411.0,A(H1N1)pdm09
2023,45,7-12세,71.0,53.0,43.1,,1413.0,A(H1N1)pdm09
2023,45,70-74세,,,,79.0,,A(H1N1)pdm09
2023,45,75세 이상,,,,83.2,,A(H1N1)pdm09
2023,45,연령미상,,,,,0.0,A(H1N1)pdm09
2023,46,0-6세,,,14.2,,,A(H1N1)pdm09
2023,46,0세,9.6,13.0,,,48.0,A(H1N1)pdm09
2023,46,1-6세,29.2,63.0,,,655.0,A(H1N1)pdm09
2023,46,13-18세,87.3,43.0,55.3,,1080.0,A(H1N1)pdm09
2023,46,19-49세,39.1,44.0,25.0,,2055.0,A(H1N1)pdm09
2023,46,50-64세,20.1,48.0,24.5,,493.0,A(H1N1)pdm09
2023,46,65-69세,,,,69.4,,A(H1N1)pdm09
2023,46,65세 이상,,,,78.3,,A(H1N1)pdm09
2023,46,65세이상,10.4,140.0,22.5,,462.0,A(H1N1)pdm09
2023,46,7-12세,84.6,55.0,61.4,,1437.0,A(H1N1)pdm09
2023,46,70-74세,,,,81.0,,A(H1N1)pdm09
2023,46,75세 이상,,,,84.3,,A(H1N1)pdm09
2023,46,연령미상,,,,,0.0,A(H1N1)pdm09
2023,47,0-6세,,,23.5,,,A(H1N1)pdm09
2023,47,0세,20.5,17.0,,,75.0,A(H1N1)pdm09
2023,47,1-6세,35.3,120.0,,,765.0,A(H1N1)pdm09
2023,47,13-18세,104.0,66.0,52.2,,1366.0,A(H1N1)pdm09
2023,47,19-49세,53.2,107.0,25.6,,3349.0,A(H1N1)pdm09
2023,47,50-64세,24.4,78.0,25.6,,821.0,A(H1N1)pdm09
2023,47,65-69세,,,,71.3,,A(H1N1)pdm09
2023,47,65세 이상,,,,79.6,,A(H1N1)pdm09
2023,47,65세이상,11.8,225.0,18.2,,759.0,A(H1N1)pdm09
2023,47,7-12세,100.9,95.0,48.3,,1868.0,A(H1N1)pdm09
2023,47,70-74세,,,,82.3,,A(H1N1)pdm09
2023,47,75세 이상,,,,85.0,,A(H1N1)pdm09
2023,47,연령미상,,,,,0.0,A(H1N1)pdm09
2023,48,0-6세,,,23.3,,,A(H1N1)pdm09
2023,48,0세,16.2,23.0,,,122.0,A(H1N1)pdm09
2023,48,1-6세,37.3,141.0,,,935.0,A(H1N1)pdm09
2023,48,13-18세,107.8,55.0,62.3,,1644.0,A(H1N1)pdm09
2023,48,19-49세,61.6,99.0,46.8,,4569.0,A(H1N1)pdm09
2023,48,50-64세,27.3,123.0,40.5,,1125.0,A(H1N1)pdm09
2023,48,65-69세,,,,73.2,,A(H1N1)pdm09
2023,48,65세 이상,,,,80.8,,A(H1N1)pdm09
2023,48,65세이상,11.9,334.0,22.2,,995.0,A(H1N1)pdm09
2023,48,7-12세,100.0,80.0,59.6,,1809.0,A(H1N1)pdm09
2023,48,70-74세,,,,83.4,,A(H1N1)pdm09
2023,48,75세 이상,,,,85.6,,A(H1N1)pdm09
2023,48,연령미상,,,,,0.0,A(H1N1)pdm09
2023,49,0-6세,,,21.9,,,A(H1N1)pdm09
2023,49,0세,17.0,22.0,,,158.0,A(H1N1)pdm09
2023,49,1-6세,49.5,144.0,,,1379.0,A(H1N1)pdm09
2023,49,13-18세,133.4,86.0,68.3,,2152.0,A(H1N1)pdm09
2023,49,19-49세,78.9,139.0,54.3,,7164.0,A(H1N1)pdm09
2023,49,50-64세,34.5,175.0,44.4,,1663.0,A(H1N1)pdm09
2023,49,65-69세,,,,74.2,,A(H1N1)pdm09
2023,49,65세 이상,,,,81.4,,A(H1N1)pdm09
2023,49,65세이상,15.3,468.0,35.9,,1605.0,A(H1N1)pdm09
2023,49,7-12세,120.1,115.0,49.5,,2339.0,A(H1N1)pdm09
2023,49,70-74세,,,,84.0,,A(H1N1)pdm09
2023,49,75세 이상,,,,85.9,,A(H1N1)pdm09
2023,49,연령미상,,,,,0.0,A(H1N1)pdm09
2023,50,0-6세,,,24.7,,,A(H3N2)
2023,50,0세,19.6,34.0,,,147.0,A(H3N2)
2023,50,1-6세,46.5,144.0,,,1463.0,A(H3N2)
2023,50,13-18세,116.5,52.0,51.1,,1772.0,A(H3N2)
2023,50,19-49세,69.7,153.0,59.2,,6174.0,A(H3N2)
2023,50,50-64세,31.3,179.0,48.9,,1468.0,A(H3N2)
2023,50,65-69세,,,,74.8,,A(H3N2)
2023,50,65세 이상,,,,81.8,,A(H3N2)
2023,50,65세이상,15.3,533.0,39.5,,1524.0,A(H3N2)
2023,50,7-12세,106.9,119.0,59.8,,2162.0,A(H3N2)
2023,50,70-74세,,,,84.4,,A(H3N2)
2023,50,75세 이상,,,,86.1,,A(H3N2)
2023,50,연령미상,,,,,0.0,A(H3N2)
2023,51,0-6세,,,21.5,,,A(H3N2)
2023,51,0세,14.9,18.0,,,80.0,A(H3N2)
2023,51,1-6세,40.0,110.0,,,1053.0,A(H3N2)
2023,51,13-18세,85.0,43.0,47.2,,1232.0,A(H3N2)
2023,51,19-49세,55.9,105.0,42.6,,3697.0,A(H3N2)
2023,51,50-64세,23.5,125.0,50.0,,890.0,A(H3N2)
2023,51,65-69세,,,,75.3,,A(H3N2)
2023,51,65세 이상,,,,82.0,,A(H3N2)
2023,51,65세이상,13.8,398.0,33.3,,936.0,A(H3N2)
2023,51,7-12세,84.5,105.0,47.8,,1298.0,A(H3N2)
2023,51,70-74세,,,,84.6,,A(H3N2)
2023,51,75세 이상,,,,86.2,,A(H3N2)
2023,51,연령미상,,,,,0.0,A(H3N2)
2023,52,0-6세,,,20.8,,,A(H3N2)
2023,52,0세,16.4,25.0,,,180.0,A(H3N2)
2023,52,1-6세,40.2,99.0,,,1546.0,A(H3N2)
2023,52,13-18세,123.3,81.0,51.3,,2795.0,A(H3N2)
2023,52,19-49세,64.2,143.0,48.5,,7675.0,A(H3N2)
2023,52,50-64세,24.1,139.0,26.5,,1600.0,A(H3N2)
2023,52,65-69세,,,,75.5,,A(H3N2)
2023,52,65세 이상,,,,82.2,,A(H3N2)
2023,52,65세이상,12.8,379.0,33.3,,1502.0,A(H3N2)
2023,52,7-12세,100.2,104.0,70.8,,2563.0,A(H3N2)
2023,52,70-74세,,,,84.8,,A(H3N2)
2023,52,75세 이상,,,,86.3,,A(H3N2)
2023,52,연령미상,,,,,0.0,A(H3N2)
2023,53,0-6세,,,20.8,,,A(H3N2)
2023,53,0세,16.4,25.0,,,180.0,A(H3N2)
2023,53,1-6세,40.2,99.0,,,1546.0,A(H3N2)
2023,53,13-18세,123.3,81.0,51.3,,2795.0,A(H3N2)
2023,53,19-49세,64.2,143.0,48.5,,7675.0,A(H3N2)
2023,53,50-64세,24.1,139.0,26.5,,1600.0,A(H3N2)
2023,53,65-69세,,,,75.5,,A(H3N2)
2023,53,65세 이상,,,,82.2,,A(H3N2)
2023,53,65세이상,12.8,379.0,33.3,,1502.0,A(H3N2)
2023,53,7-12세,100.2,104.0,70.8,,2563.0,A(H3N2)
2023,53,70-74세,,,,84.8,,A(H3N2)
2023,53,75세 이상,,,,86.3,,A(H3N2)
2023,53,연령미상,,,,,0.0,A(H3N2)
2024,1,0-6세,,,23.7,,,B
2024,1,0세,24.0,17.0,,,136.0,B
2024,1,1-6세,40.0,100.0,,,1283.0,B
2024,1,13-18세,117.0,67.0,77.1,,3160.0,B
2024,1,19-49세,69.9,124.0,40.8,,8476.0,B
2024,1,50-64세,33.7,123.0,40.5,,1765.0,B
2024,1,65-69세,,,,75.6,,B
2024,1,65세 이상,,,,82.3,,B
2024,1,65세이상,19.3,359.0,24.3,,1524.0,B
2024,1,7-12세,93.3,90.0,47.4,,2792.0,B
2024,1,70-74세,,,,84.8,,B
2024,1,75세 이상,,,,86.3,,B
2024,1,연령미상,,,,,0.0,B
2024,2,0-6세,,,16.8,,,B
2024,2,0세,16.4,19.0,,,93.0,B
2024,2,1-6세,35.6,87.0,,,809.0,B
2024,2,13-18세,96.0,43.0,58.6,,957.0,B
2024,2,19-49세,67.4,85.0,42.9,,4084.0,B
2024,2,50-64세,28.8,102.0,28.6,,773.0,B
2024,2,65-69세,,,,75.7,,B
2024,2,65세 이상,,,,82.3,,B
2024,2,65세이상,19.7,352.0,16.7,,831.0,B
2024,2,7-12세,83.7,85.0,52.7,,1211.0,B
2024,2,70-74세,,,,84.9,,B
2024,2,75세 이상,,,,86.4,,B
2024,2,연령미상,,,,,0.0,B
2024,3,0-6세,,,16.8,,,B
2024,3,0세,13.9,19.0,,,46.0,B
2024,3,1-6세,35.7,59.0,,,831.0,B
2024,3,13-18세,56.6,27.0,42.9,,416.0,B
2024,3,19-49세,55.0,94.0,33.3,,3316.0,B
2024,3,50-64세,22.5,90.0,23.9,,621.0,B
2024,3,65-69세,,,,75.8,,B
2024,3,65세 이상,,,,82.4,,B
2024,3,65세이상,13.5,294.0,14.3,,648.0,B
2024,3,7-12세,77.4,70.0,57.8,,823.0,B
2024,3,70-74세,,,,84.9,,B
2024,3,75세 이상,,,,86.4,,B
2024,3,연령미상,,,,,0.0,B
2024,4,0-6세,,,13.4,,,B
2024,4,0세,12.6,8.0,,,53.0,B
2024,4,1-6세,30.5,38.0,,,623.0,B
2024,4,13-18세,43.7,12.0,30.8,,241.0,B
2024,4,19-49세,45.7,50.0,30.9,,2194.0,B
2024,4,50-64세,20.7,62.0,22.5,,397.0,B
2024,4,65-69세,,,,75.8,,B
2024,4,65세 이상,,,,82.4,,B
2024,4,65세이상,11.5,222.0,12.1,,496.0,B
2024,4,7-12세,61.6,72.0,46.6,,560.0,B
2024,4,70-74세,,,,85.0,,B
2024,4,75세 이상,,,,86.4,,B
2024,4,연령미상,,,,,0.0,B
2024,5,0-6세,,,19.6,,,B
2024,5,0세,11.4,19.0,,,43.0,B
2024,5,1-6세,25.3,47.0,,,481.0,B
2024,5,13-18세,41.7,8.0,39.1,,134.0,B
2024,5,19-49세,41.9,67.0,30.6,,1736.0,B
2024,5,50-64세,18.6,58.0,9.8,,316.0,B
2024,5,65-69세,,,,75.9,,B
2024,5,65세 이상,,,,82.4,,B
2024,5,65세이상,11.6,186.0,8.2,,413.0,B
2024,5,7-12세,56.1,63.0,46.2,,501.0,B
2024,5,70-74세,,,,85.0,,B
2024,5,75세 이상,,,,86.4,,B
2024,5,연령미상,,,,,0.0,B
2024,6,0-6세,,,9.8,,,B
2024,6,0세,12.8,0.0,,,28.0,B
2024,6,1-6세,28.3,36.0,,,522.0,B
2024,6,13-18세,39.6,13.0,23.5,,195.0,B
2024,6,19-49세,40.4,45.0,17.0,,1936.0,B
2024,6,50-64세,17.7,44.0,15.6,,373.0,B
2024,6,65-69세,,,,75.9,,B
2024,6,65세 이상,,,,82.4,,B
2024,6,65세이상,11.5,110.0,9.1,,384.0,B
2024,6,7-12세,51.6,48.0,33.3,,752.0,B
2024,6,70-74세,,,,85.0,,B
2024,6,75세 이상,,,,86.4,,B
2024,6,연령미상,,,,,0.0,B
2024,7,0-6세,,,12.9,,,B
2024,7,0세,11.2,7.0,,,34.0,B
2024,7,1-6세,23.6,31.0,,,323.0,B
2024,7,13-18세,30.7,3.0,30.0,,149.0,B
2024,7,19-49세,35.6,36.0,28.6,,1324.0,B
2024,7,50-64세,17.6,30.0,11.1,,254.0,B
2024,7,65-69세,,,,75.9,,B
2024,7,65세 이상,,,,82.4,,B
2024,7,65세이상,13.6,105.0,5.7,,314.0,B
2024,7,7-12세,39.5,37.0,26.7,,412.0,B
2024,7,70-74세,,,,85.0,,B
2024,7,75세 이상,,,,86.5,,B
2024,7,연령미상,,,,,0.0,B
2024,8,0-6세,,,5.4,,,B
2024,8,0세,10.4,5.0,,,6.0,B
2024,8,1-6세,20.0,12.0,,,160.0,B
2024,8,13-18세,22.1,2.0,12.5,,37.0,B
2024,8,19-49세,25.7,12.0,16.2,,567.0,B
2024,8,50-64세,13.0,18.0,2.1,,112.0,B
2024,8,65-69세,,,,75.9,,B
2024,8,65세 이상,,,,82.5,,B
2024,8,65세이상,9.4,53.0,3.1,,152.0,B
2024,8,7-12세,30.2,29.0,30.4,,101.0,B
2024,8,70-74세,,,,85.0,,B
2024,8,75세 이상,,,,86.5,,B
2024,8,연령미상,,,,,0.0,B
2024,9,0-6세,,,3.8,,,B
2024,9,0세,10.1,0.0,,,11.0,B
2024,9,1-6세,14.7,7.0,,,93.0,B
2024,9,13-18세,19.1,0.0,12.5,,36.0,B
2024,9,19-49세,21.4,13.0,13.0,,342.0,B
2024,9,50-64세,12.2,8.0,0.0,,86.0,B
2024,9,65-69세,,,,75.9,,B
2024,9,65세 이상,,,,82.5,,B
2024,9,65세이상,8.6,25.0,1.9,,118.0,B
2024,9,7-12세,20.3,15.0,10.3,,72.0,B
2024,9,70-74세,,,,85.0,,B
2024,9,75세 이상,,,,86.5,,B
2024,9,연령미상,,,,,0.0,B
2024,10,0-6세,,,8.0,,,B
2024,10,0세,11.1,2.0,,,9.0,B
2024,10,1-6세,11.7,4.0,,,44.0,B
2024,10,13-18세,19.9,0.0,0.0,,39.0,B
2024,10,19-49세,16.9,14.0,8.7,,274.0,B
2024,10,50-64세,10.8,4.0,2.0,,67.0,B
2024,10,65-69세,,,,76.0,,B
2024,10,65세 이상,,,,82.5,,B
2024,10,65세이상,8.1,26.0,1.6,,101.0,B
2024,10,7-12세,21.2,10.0,6.9,,54.0,B
2024,10,70-74세,,,,85.0,,B
2024,10,75세 이상,,,,86.5,,B
2024,10,연령미상,,,,,0.0,B
2024,11,0-6세,,,4.5,,,B
2024,11,0세,9.5,3.0,,,3.0,B
2024,11,1-6세,14.5,8.0,,,86.0,B
2024,11,13-18세,29.6,2.0,15.4,,58.0,B
2024,11,19-49세,18.4,11.0,7.4,,236.0,B
2024,11,50-64세,10.3,5.0,2.2,,43.0,B
2024,11,65-69세,,,,76.0,,B
2024,11,65세 이상,,,,82.5,,B
2024,11,65세이상,8.2,25.0,0.0,,84.0,B
2024,11,7-12세,26.4,7.0,13.2,,101.0,B
2024,11,70-74세,,,,85.0,,B
2024,11,75세 이상,,,,86.5,,B
2024,11,연령미상,,,,,0.0,B
2024,12,0-6세,,,3.7,,,B
2024,12,0세,10.5,1.0,,,8.0,B
2024,12,1-6세,14.4,12.0,,,73.0,B
2024,12,13-18세,23.8,2.0,11.5,,94.0,B
2024,12,19-49세,15.7,10.0,10.5,,265.0,B
2024,12,50-64세,10.3,1.0,4.2,,59.0,B
2024,12,65-69세,,,,76.0,,B
2024,12,65세 이상,,,,82.5,,B
2024,12,65세이상,7.2,15.0,2.0,,76.0,B
2024,12,7-12세,20.5,6.0,14.9,,141.0,B
2024,12,70-74세,,,,85.0,,B
2024,12,75세 이상,,,,86.5,,B
2024,12,연령미상,,,,,0.0,B
2024,13,0-6세,,,4.3,,,B
2024,13,0세,8.2,1.0,,,7.0,B
2024,13,1-6세,14.7,12.0,,,79.0,B
2024,13,13-18세,25.8,6.0,9.9,,114.0,B
2024,13,19-49세,16.4,10.0,5.4,,304.0,B
2024,13,50-64세,9.0,8.0,2.0,,65.0,B
2024,13,65-69세,,,,76.0,,B
2024,13,65세 이상,,,,82.5,,B
2024,13,65세이상,6.1,21.0,0.0,,63.0,B
2024,13,7-12세,25.5,13.0,26.6,,159.0,B
2024,13,70-74세,,,,85.0,,B
2024,13,75세 이상,,,,86.5,,B
2024,13,연령미상,,,,,0.0,B
2024,14,0-6세,,,5.7,,,B
2024,14,0세,7.2,3.0,,,3.0,B
2024,14,1-6세,12.1,20.0,,,53.0,B
2024,14,13-18세,24.7,8.0,19.1,,82.0,B
2024,14,19-49세,17.1,5.0,2.2,,229.0,B
2024,14,50-64세,9.0,8.0,2.5,,53.0,B
2024,14,65-69세,,,,76.0,,B
2024,14,65세 이상,,,,82.5,,B
2024,14,65세이상,7.3,22.0,4.0,,76.0,B
2024,14,7-12세,27.0,14.0,17.6,,163.0,B
2024,14,70-74세,,,,85.0,,B
2024,14,75세 이상,,,,86.5,,B
2024,14,연령미상,,,,,0.0,B
2024,15,0-6세,,,5.0,,,B
2024,15,0세,6.5,3.0,,,2.0,B
2024,15,1-6세,12.1,22.0,,,58.0,B
2024,15,13-18세,22.9,2.0,16.7,,67.0,B
2024,15,19-49세,14.5,7.0,7.1,,203.0,B
2024,15,50-64세,7.1,6.0,0.0,,46.0,B
2024,15,65-69세,,,,76.0,,B
2024,15,65세 이상,,,,82.5,,B
2024,15,65세이상,6.0,17.0,2.1,,77.0,B
2024,15,7-12세,24.8,10.0,16.1,,162.0,B
2024,15,70-74세,,,,85.0,,B
2024,15,75세 이상,,,,86.5,,B
2024,15,연령미상,,,,,0.0,B
2024,16,0-6세,,,1.4,,,B
2024,16,0세,3.1,2.0,,,2.0,B
2024,16,1-6세,12.0,16.0,,,47.0,B
2024,16,13-18세,16.8,6.0,2.6,,51.0,B
2024,16,19-49세,13.5,8.0,9.3,,147.0,B
2024,16,50-64세,7.5,3.0,3.7,,35.0,B
2024,16,65-69세,,,,76.0,,B
2024,16,65세 이상,,,,82.5,,B
2024,16,65세이상,6.2,16.0,0.0,,81.0,B
2024,16,7-12세,19.9,9.0,18.2,,105.0,B
2024,16,70-74세,,,,85.1,,B
2024,16,75세 이상,,,,86.5,,B
2024,16,연령미상,,,,,0.0,B
2024,17,0-6세,,,1.5,,,B
2024,17,0세,4.0,1.0,,,4.0,B
2024,17,1-6세,11.1,8.0,,,38.0,B
2024,17,13-18세,15.4,3.0,3.4,,54.0,B
2024,17,19-49세,11.8,6.0,1.5,,94.0,B
2024,17,50-64세,6.9,3.0,3.6,,27.0,B
2024,17,65-69세,,,,76.0,,B
2024,17,65세 이상,,,,82.5,,B
2024,17,65세이상,4.8,12.0,0.0,,51.0,B
2024,17,7-12세,18.8,9.0,14.1,,83.0,B
2024,17,70-74세,,,,85.1,,B
2024,17,75세 이상,,,,86.5,,B
2024,17,연령미상,,,,,0.0,B
2024,18,0-6세,,,0.0,,,B
2024,18,0세,6.9,1.0,,,3.0,B
2024,18,1-6세,11.1,8.0,,,31.0,B
2024,18,13-18세,12.1,3.0,4.8,,29.0,B
2024,18,19-49세,9.3,1.0,1.3,,83.0,B
2024,18,50-64세,5.9,6.0,10.8,,40.0,B
2024,18,65-69세,,,,76.0,,B
2024,18,65세 이상,,,,82.5,,B
2024,18,65세이상,3.7,13.0,2.6,,62.0,B
2024,18,7-12세,14.5,2.0,8.1,,43.0,B
2024,18,70-74세,,,,85.1,,B
2024,18,75세 이상,,,,86.5,,B
2024,18,연령미상,,,,,0.0,B
2024,19,0-6세,,,0.0,,,B
2024,19,0세,5.6,1.0,,,5.0,B
2024,19,1-6세,8.7,1.0,,,35.0,B
2024,19,13-18세,14.7,1.0,11.1,,18.0,B
2024,19,19-49세,8.6,2.0,5.1,,89.0,B
2024,19,50-64세,6.1,1.0,7.5,,25.0,B
2024,19,65세이상,3.7,5.0,0.0,,38.0,B
2024,19,7-12세,13.8,2.0,11.4,,50.0,B
2024,19,연령미상,,,,,0.0,B
2024,20,0-6세,,,0.0,,,B
2024,20,0세,3.9,1.0,,,3.0,B
2024,20,1-6세,8.3,2.0,,,22.0,B
2024,20,13-18세,11.1,0.0,0.0,,22.0,B
2024,20,19-49세,9.6,2.0,4.3,,87.0,B
2024,20,50-64세,6.2,2.0,0.0,,20.0,B
2024,20,65세이상,4.4,10.0,2.1,,66.0,B
2024,20,7-12세,11.2,2.0,6.5,,40.0,B
2024,20,연령미상,,,,,0.0,B
2024,21,0-6세,,,0.0,,,B
2024,21,0세,6.9,0.0,,,4.0,B
2024,21,1-6세,8.7,3.0,,,23.0,B
2024,21,13-18세,13.3,0.0,12.5,,19.0,B
2024,21,19-49세,8.6,1.0,0.0,,54.0,B
2024,21,50-64세,4.7,3.0,3.1,,25.0,B
2024,21,65세이상,4.5,12.0,3.8,,56.0,B
2024,21,7-12세,12.5,2.0,7.3,,28.0,B
2024,21,연령미상,,,,,0.0,B
2024,22,0-6세,,,1.0,,,B
2024,22,0세,10.6,1.0,,,5.0,B
2024,22,1-6세,8.7,6.0,,,16.0,B
2024,22,13-18세,10.2,0.0,3.6,,18.0,B
2024,22,19-49세,8.1,1.0,0.0,,47.0,B
2024,22,50-64세,5.5,5.0,3.2,,26.0,B
2024,22,65세이상,4.7,8.0,0.0,,59.0,B
2024,22,7-12세,10.0,2.0,8.5,,26.0,B
2024,22,연령미상,,,,,0.0,B
2024,23,0-6세,,,1.0,,,B
2024,23,0세,5.4,1.0,,,2.0,B
2024,23,1-6세,9.0,5.0,,,11.0,B
2024,23,13-18세,11.4,3.0,9.7,,18.0,B
2024,23,19-49세,6.5,1.0,0.0,,51.0,B
2024,23,50-64세,4.4,4.0,0.0,,33.0,B
2024,23,65세이상,3.6,4.0,2.4,,41.0,B
2024,23,7-12세,12.5,4.0,1.9,,27.0,B
2024,23,연령미상,,,,,0.0,B
2024,24,0-6세,,,0.0,,,B
2024,24,0세,5.8,0.0,,,0.0,B
2024,24,1-6세,8.7,0.0,,,14.0,B
2024,24,13-18세,10.0,2.0,4.0,,8.0,B
2024,24,19-49세,6.5,1.0,0.0,,56.0,B
2024,24,50-64세,4.8,1.0,0.0,,22.0,B
2024,24,65세이상,3.3,9.0,0.0,,44.0,B
2024,24,7-12세,9.6,3.0,0.0,,19.0,B
2024,24,연령미상,,,,,0.0,B
2024,25,0-6세,,,0.0,,,A(H3N2)
2024,25,0세,5.6,0.0,,,1.0,A(H3N2)
2024,25,1-6세,7.1,2.0,,,12.0,A(H3N2)
2024,25,13-18세,8.0,0.0,0.0,,11.0,A(H3N2)
2024,25,19-49세,7.3,0.0,0.0,,50.0,A(H3N2)
2024,25,50-64세,5.0,1.0,0.0,,16.0,A(H3N2)
2024,25,65세이상,3.2,3.0,2.7,,33.0,A(H3N2)
2024,25,7-12세,10.0,4.0,0.0,,11.0,A(H3N2)
2024,25,연령미상,,,,,0.0,A(H3N2)
2024,26,0-6세,,,1.0,,,A(H1N1)pdm09
2024,26,0세,4.0,1.0,,,1.0,A(H1N1)pdm09
2024,26,1-6세,8.2,2.0,,,9.0,A(H1N1)pdm09
2024,26,13-18세,9.0,3.0,0.0,,13.0,A(H1N1)pdm09
2024,26,19-49세,7.9,5.0,0.0,,54.0,A(H1N1)pdm09
2024,26,50-64세,4.6,3.0,0.0,,15.0,A(H1N1)pdm09
2024,26,65세이상,3.9,3.0,2.2,,41.0,A(H1N1)pdm09
2024,26,7-12세,8.1,1.0,0.0,,17.0,A(H1N1)pdm09
2024,26,연령미상,,,,,0.0,A(H1N1)pdm09
2024,27,0-6세,,,0.0,,,A(H1N1)pdm09
2024,27,0세,5.9,1.0,,,1.0,A(H1N1)pdm09
2024,27,1-6세,8.4,3.0,,,16.0,A(H1N1)pdm09
2024,27,13-18세,7.3,1.0,0.0,,2.0,A(H1N1)pdm09
2024,27,19-49세,7.3,4.0,1.8,,52.0,A(H1N1)pdm09
2024,27,50-64세,4.7,4.0,0.0,,27.0,A(H1N1)pdm09
2024,27,65세이상,3.2,10.0,0.0,,44.0,A(H1N1)pdm09
2024,27,7-12세,10.3,2.0,0.0,,17.0,A(H1N1)pdm09
2024,27,연령미상,,,,,0.0,A(H1N1)pdm09
2024,28,0-6세,,,1.2,,,A(H1N1)pdm09
2024,28,0세,3.8,0.0,,,0.0,A(H1N1)pdm09
2024,28,1-6세,9.2,7.0,,,14.0,A(H1N1)pdm09
2024,28,13-18세,10.5,0.0,0.0,,13.0,A(H1N1)pdm09
2024,28,19-49세,7.7,5.0,0.0,,62.0,A(H1N1)pdm09
2024,28,50-64세,3.8,3.0,0.0,,25.0,A(H1N1)pdm09
2024,28,65세이상,5.2,11.0,0.0,,40.0,A(H1N1)pdm09
2024,28,7-12세,9.9,6.0,0.0,,20.0,A(H1N1)pdm09
2024,28,연령미상,,,,,0.0,A(H1N1)pdm09
2024,29,0-6세,,,0.0,,,A(H1N1)pdm09
2024,29,0세,1.9,0.0,,,1.0,A(H1N1)pdm09
2024,29,1-6세,7.5,12.0,,,12.0,A(H1N1)pdm09
2024,29,13-18세,9.6,0.0,0.0,,23.0,A(H1N1)pdm09
2024,29,19-49세,9.4,3.0,0.0,,84.0,A(H1N1)pdm09
2024,29,50-64세,5.5,4.0,3.7,,31.0,A(H1N1)pdm09
2024,29,65세이상,4.0,11.0,0.0,,39.0,A(H1N1)pdm09
2024,29,7-12세,8.8,7.0,4.4,,28.0,A(H1N1)pdm09
2024,29,연령미상,,,,,0.0,A(H1N1)pdm09
2024,30,0-6세,,,0.0,,,A(H1N1)pdm09
2024,30,0세,2.8,2.0,,,1.0,A(H1N1)pdm09
