year,week,age_group,ili,detection_rate,hospitalization,vaccine_rate,emergency_patients,subtype
2023.0,46.0,70-74세,,,,81.0,,A(H1N1)pdm09
2023.0,46.0,75세 이상,,,,84.3,,A(H1N1)pdm09
2023.0,46.0,연령미상,,,,,0.0,A(H1N1)pdm09
2023.0,47.0,0-6세,,23.5,,,,A(H1N1)pdm09
2023.0,47.0,0세,20.5,,17.0,,75.0,A(H1N1)pdm09
2023.0,47.0,1-6세,35.3,,120.0,,765.0,A(H1N1)pdm09
2023.0,47.0,13-18세,104.0,52.2,66.0,,1366.0,A(H1N1)pdm09
2023.0,47.0,19-49세,53.2,25.6,107.0,,3349.0,A(H1N1)pdm09
2023.0,47.0,50-64세,24.4,25.6,78.0,,821.0,A(H1N1)pdm09
2023.0,47.0,65-69세,,,,71.3,,A(H1N1)pdm09
2023.0,47.0,65세 이상,,,,79.6,,A(H1N1)pdm09
2023.0,47.0,65세이상,11.8,18.2,225.0,,759.0,A(H1N1)pdm09
2023.0,47.0,7-12세,100.9,48.3,95.0,,1868.0,A(H1N1)pdm09
2023.0,47.0,70-74세,,,,82.3,,A(H1N1)pdm09
2023.0,47.0,75세 이상,,,,85.0,,A(H1N1)pdm09
2023.0,47.0,연령미상,,,,,0.0,A(H1N1)pdm09
2023.0,48.0,0-6세,,23.3,,,,A(H1N1)pdm09
2023.0,48.0,0세,16.2,,23.0,,122.0,A(H1N1)pdm09
2023.0,48.0,1-6세,37.3,,141.0,,935.0,A(H1N1)pdm09
2023.0,48.0,13-18세,107.8,62.3,55.0,,1644.0,A(H1N1)pdm09
2023.0,48.0,19-49세,61.6,46.8,99.0,,4569.0,A(H1N1)pdm09
2023.0,48.0,50-64세,27.3,40.5,123.0,,1125.0,A(H1N1)pdm09
2023.0,48.0,65-69세,,,,73.2,,A(H1N1)pdm09
2023.0,48.0,65세 이상,,,,80.8,,A(H1N1)pdm09
2023.0,48.0,65세이상,11.9,22.2,334.0,,995.0,A(H1N1)pdm09
2023.0,48.0,7-12세,100.0,59.6,80.0,,1809.0,A(H1N1)pdm09
2023.0,48.0,70-74세,,,,83.4,,A(H1N1)pdm09
2023.0,48.0,75세 이상,,,,85.6,,A(H1N1)pdm09
2023.0,48.0,연령미상,,,,,0.0,A(H1N1)pdm09
2023.0,49.0,0-6세,,21.9,,,,A(H1N1)pdm09
2023.0,49.0,0세,17.0,,22.0,,158.0,A(H1N1)pdm09
2023.0,49.0,1-6세,49.5,,144.0,,1379.0,A(H1N1)pdm09
2023.0,49.0,13-18세,133.4,68.3,86.0,,2152.0,A(H1N1)pdm09
2023.0,49.0,19-49세,78.9,54.3,139.0,,7164.0,A(H1N1)pdm09
2023.0,49.0,50-64세,34.5,44.4,175.0,,1663.0,A(H1N1)pdm09
2023.0,49.0,65-69세,,,,74.2,,A(H1N1)pdm09
2023.0,49.0,65세 이상,,,,81.4,,A(H1N1)pdm09
2023.0,49.0,65세이상,15.3,35.9,468.0,,1605.0,A(H1N1)pdm09
2023.0,49.0,7-12세,120.1,49.5,115.0,,2339.0,A(H1N1)pdm09
2023.0,49.0,70-74세,,,,84.0,,A(H1N1)pdm09
2023.0,49.0,75세 이상,,,,85.9,,A(H1N1)pdm09
2023.0,49.0,연령미상,,,,,0.0,A(H1N1)pdm09
2023.0,50.0,0-6세,,24.7,,,,A(H3N2)
2023.0,50.0,0세,19.6,,34.0,,147.0,A(H3N2)
2023.0,50.0,1-6세,46.5,,144.0,,1463.0,A(H3N2)
2023.0,50.0,13-18세,116.5,51.1,52.0,,1772.0,A(H3N2)
2023.0,50.0,19-49세,69.7,59.2,153.0,,6174.0,A(H3N2)
2023.0,50.0,50-64세,31.3,48.9,179.0,,1468.0,A(H3N2)
2023.0,50.0,65-69세,,,,74.8,,A(H3N2)
2023.0,50.0,65세 이상,,,,81.8,,A(H3N2)
2023.0,50.0,65세이상,15.3,39.5,533.0,,1524.0,A(H3N2)
2023.0,50.0,7-12세,106.9,59.8,119.0,,2162.0,A(H3N2)
2023.0,50.0,70-74세,,,,84.4,,A(H3N2)
2023.0,50.0,75세 이상,,,,86.1,,A(H3N2)
2023.0,50.0,연령미상,,,,,0.0,A(H3N2)
2023.0,51.0,0-6세,,21.5,,,,A(H3N2)
2023.0,51.0,0세,14.9,,18.0,,80.0,A(H3N2)
2023.0,51.0,1-6세,40.0,,110.0,,1053.0,A(H3N2)
2023.0,51.0,13-18세,85.0,47.2,43.0,,1232.0,A(H3N2)
2023.0,51.0,19-49세,55.9,42.6,105.0,,3697.0,A(H3N2)
2023.0,51.0,50-64세,23.5,50.0,125.0,,890.0,A(H3N2)
2023.0,51.0,65-69세,,,,75.3,,A(H3N2)
2023.0,51.0,65세 이상,,,,82.0,,A(H3N2)
2023.0,51.0,65세이상,13.8,33.3,398.0,,936.0,A(H3N2)
2023.0,51.0,7-12세,84.5,47.8,105.0,,1298.0,A(H3N2)
2023.0,51.0,70-74세,,,,84.6,,A(H3N2)
2023.0,51.0,75세 이상,,,,86.2,,A(H3N2)
2023.0,51.0,연령미상,,,,,0.0,A(H3N2)
2023.0,52.0,0-6세,,20.8,,,,A(H3N2)
2023.0,52.0,0세,16.4,,25.0,,180.0,A(H3N2)
2023.0,52.0,1-6세,40.2,,99.0,,1546.0,A(H3N2)
2023.0,52.0,13-18세,123.3,51.3,81.0,,2795.0,A(H3N2)
2023.0,52.0,19-49세,64.2,48.5,143.0,,7675.0,A(H3N2)
2023.0,52.0,50-64세,24.1,26.5,139.0,,1600.0,A(H3N2)
2023.0,52.0,65-69세,,,,75.5,,A(H3N2)
2023.0,52.0,65세 이상,,,,82.2,,A(H3N2)
2023.0,52.0,65세이상,12.8,33.3,379.0,,1502.0,A(H3N2)
2023.0,52.0,7-12세,100.2,70.8,104.0,,2563.0,A(H3N2)
2023.0,52.0,70-74세,,,,84.8,,A(H3N2)
2023.0,52.0,75세 이상,,,,86.3,,A(H3N2)
2023.0,52.0,연령미상,,,,,0.0,A(H3N2)
2023.0,53.0,0-6세,,20.8,,,,A(H3N2)
2023.0,53.0,0세,16.4,,25.0,,180.0,A(H3N2)
2023.0,53.0,1-6세,40.2,,99.0,,1546.0,A(H3N2)
2023.0,53.0,13-18세,123.3,51.3,81.0,,2795.0,A(H3N2)
2023.0,53.0,19-49세,64.2,48.5,143.0,,7675.0,A(H3N2)
2023.0,53.0,50-64세,24.1,26.5,139.0,,1600.0,A(H3N2)
2023.0,53.0,65-69세,,,,75.5,,A(H3N2)
2023.0,53.0,65세 이상,,,,82.2,,A(H3N2)
2023.0,53.0,65세이상,12.8,33.3,379.0,,1502.0,A(H3N2)
2023.0,53.0,7-12세,100.2,70.8,104.0,,2563.0,A(H3N2)
2023.0,53.0,70-74세,,,,84.8,,A(H3N2)
2023.0,53.0,75세 이상,,,,86.3,,A(H3N2)
2023.0,53.0,연령미상,,,,,0.0,A(H3N2)
2024.0,1.0,0-6세,,23.7,,,,B
2024.0,1.0,0세,24.0,,17.0,,136.0,B
2024.0,1.0,1-6세,40.0,,100.0,,1283.0,B
2024.0,1.0,13-18세,117.0,77.1,67.0,,3160.0,B
2024.0,1.0,19-49세,69.9,40.8,124.0,,8476.0,B
2024.0,1.0,50-64세,33.7,40.5,123.0,,1765.0,B
2024.0,1.0,65-69세,,,,75.6,,B
2024.0,1.0,65세 이상,,,,82.3,,B
2024.0,1.0,65세이상,19.3,24.3,359.0,,1524.0,B
2024.0,1.0,7-12세,93.3,47.4,90.0,,2792.0,B
2024.0,1.0,70-74세,,,,84.8,,B
2024.0,1.0,75세 이상,,,,86.3,,B
2024.0,1.0,연령미상,,,,,0.0,B
2024.0,2.0,0-6세,,16.8,,,,B
2024.0,2.0,0세,16.4,,19.0,,93.0,B
2024.0,2.0,1-6세,35.6,,87.0,,809.0,B
2024.0,2.0,13-18세,96.0,58.6,43.0,,957.0,B
2024.0,2.0,19-49세,67.4,42.9,85.0,,4084.0,B
2024.0,2.0,50-64세,28.8,28.6,102.0,,773.0,B
2024.0,2.0,65-69세,,,,75.7,,B
2024.0,2.0,65세 이상,,,,82.3,,B
2024.0,2.0,65세이상,19.7,16.7,352.0,,831.0,B
2024.0,2.0,7-12세,83.7,52.7,85.0,,1211.0,B
2024.0,2.0,70-74세,,,,84.9,,B
2024.0,2.0,75세 이상,,,,86.4,,B
2024.0,2.0,연령미상,,,,,0.0,B
2024.0,3.0,0-6세,,16.8,,,,B
2024.0,3.0,0세,13.9,,19.0,,46.0,B
2024.0,3.0,1-6세,35.7,,59.0,,831.0,B
2024.0,3.0,13-18세,56.6,42.9,27.0,,416.0,B
2024.0,3.0,19-49세,55.0,33.3,94.0,,3316.0,B
2024.0,3.0,50-64세,22.5,23.9,90.0,,621.0,B
2024.0,3.0,65-69세,,,,75.8,,B
2024.0,3.0,65세 이상,,,,82.4,,B
2024.0,3.0,65세이상,13.5,14.3,294.0,,648.0,B
2024.0,3.0,7-12세,77.4,57.8,70.0,,823.0,B
2024.0,3.0,70-74세,,,,84.9,,B
2024.0,3.0,75세 이상,,,,86.4,,B
2024.0,3.0,연령미상,,,,,0.0,B
2024.0,4.0,0-6세,,13.4,,,,B
2024.0,4.0,0세,12.6,,8.0,,53.0,B
2024.0,4.0,1-6세,30.5,,38.0,,623.0,B
2024.0,4.0,13-18세,43.7,30.8,12.0,,241.0,B
2024.0,4.0,19-49세,45.7,30.9,50.0,,2194.0,B
2024.0,4.0,50-64세,20.7,22.5,62.0,,397.0,B
2024.0,4.0,65-69세,,,,75.8,,B
2024.0,4.0,65세 이상,,,,82.4,,B
2024.0,4.0,65세이상,11.5,12.1,222.0,,496.0,B
2024.0,4.0,7-12세,61.6,46.6,72.0,,560.0,B
2024.0,4.0,70-74세,,,,85.0,,B
2024.0,4.0,75세 이상,,,,86.4,,B
2024.0,4.0,연령미상,,,,,0.0,B
2024.0,5.0,0-6세,,19.6,,,,B
2024.0,5.0,0세,11.4,,19.0,,43.0,B
2024.0,5.0,1-6세,25.3,,47.0,,481.0,B
2024.0,5.0,13-18세,41.7,39.1,8.0,,134.0,B
2024.0,5.0,19-49세,41.9,30.6,67.0,,1736.0,B
2024.0,5.0,50-64세,18.6,9.8,58.0,,316.0,B
2024.0,5.0,65-69세,,,,75.9,,B
2024.0,5.0,65세 이상,,,,82.4,,B
2024.0,5.0,65세이상,11.6,8.2,186.0,,413.0,B
2024.0,5.0,7-12세,56.1,46.2,63.0,,501.0,B
2024.0,5.0,70-74세,,,,85.0,,B
2024.0,5.0,75세 이상,,,,86.4,,B
2024.0,5.0,연령미상,,,,,0.0,B
2024.0,6.0,0-6세,,9.8,,,,B
2024.0,6.0,0세,12.8,,0.0,,28.0,B
2024.0,6.0,1-6세,28.3,,36.0,,522.0,B
2024.0,6.0,13-18세,39.6,23.5,13.0,,195.0,B
2024.0,6.0,19-49세,40.4,17.0,45.0,,1936.0,B
2024.0,6.0,50-64세,17.7,15.6,44.0,,373.0,B
2024.0,6.0,65-69세,,,,75.9,,B
2024.0,6.0,65세 이상,,,,82.4,,B
2024.0,6.0,65세이상,11.5,9.1,110.0,,384.0,B
2024.0,6.0,7-12세,51.6,33.3,48.0,,752.0,B
2024.0,6.0,70-74세,,,,85.0,,B
2024.0,6.0,75세 이상,,,,86.4,,B
2024.0,6.0,연령미상,,,,,0.0,B
2024.0,7.0,0-6세,,12.9,,,,B
2024.0,7.0,0세,11.2,,7.0,,34.0,B
2024.0,7.0,1-6세,23.6,,31.0,,323.0,B
2024.0,7.0,13-18세,30.7,30.0,3.0,,149.0,B
2024.0,7.0,19-49세,35.6,28.6,36.0,,1324.0,B
2024.0,7.0,50-64세,17.6,11.1,30.0,,254.0,B
2024.0,7.0,65-69세,,,,75.9,,B
2024.0,7.0,65세 이상,,,,82.4,,B
2024.0,7.0,65세이상,13.6,5.7,105.0,,314.0,B
2024.0,7.0,7-12세,39.5,26.7,37.0,,412.0,B
2024.0,7.0,70-74세,,,,85.0,,B
2024.0,7.0,75세 이상,,,,86.5,,B
2024.0,7.0,연령미상,,,,,0.0,B
2024.0,8.0,0-6세,,5.4,,,,B
2024.0,8.0,0세,10.4,,5.0,,6.0,B
2024.0,8.0,1-6세,20.0,,12.0,,160.0,B
2024.0,8.0,13-18세,22.1,12.5,2.0,,37.0,B
2024.0,8.0,19-49세,25.7,16.2,12.0,,567.0,B
2024.0,8.0,50-64세,13.0,2.1,18.0,,112.0,B
2024.0,8.0,65-69세,,,,75.9,,B
2024.0,8.0,65세 이상,,,,82.5,,B
2024.0,8.0,65세이상,9.4,3.1,53.0,,152.0,B
2024.0,8.0,7-12세,30.2,30.4,29.0,,101.0,B
2024.0,8.0,70-74세,,,,85.0,,B
2024.0,8.0,75세 이상,,,,86.5,,B
2024.0,8.0,연령미상,,,,,0.0,B
2024.0,9.0,0-6세,,3.8,,,,B
2024.0,9.0,0세,10.1,,0.0,,11.0,B
2024.0,9.0,1-6세,14.7,,7.0,,93.0,B
2024.0,9.0,13-18세,19.1,12.5,0.0,,36.0,B
2024.0,9.0,19-49세,21.4,13.0,13.0,,342.0,B
2024.0,9.0,50-64세,12.2,0.0,8.0,,86.0,B
2024.0,9.0,65-69세,,,,75.9,,B
2024.0,9.0,65세 이상,,,,82.5,,B
2024.0,9.0,65세이상,8.6,1.9,25.0,,118.0,B
2024.0,9.0,7-12세,20.3,10.3,15.0,,72.0,B
2024.0,9.0,70-74세,,,,85.0,,B
2024.0,9.0,75세 이상,,,,86.5,,B
2024.0,9.0,연령미상,,,,,0.0,B
2024.0,10.0,0-6세,,8.0,,,,B
2024.0,10.0,0세,11.1,,2.0,,9.0,B
2024.0,10.0,1-6세,11.7,,4.0,,44.0,B
2024.0,10.0,13-18세,19.9,0.0,0.0,,39.0,B
2024.0,10.0,19-49세,16.9,8.7,14.0,,274.0,B
2024.0,10.0,50-64세,10.8,2.0,4.0,,67.0,B
2024.0,10.0,65-69세,,,,76.0,,B
2024.0,10.0,65세 이상,,,,82.5,,B
2024.0,10.0,65세이상,8.1,1.6,26.0,,101.0,B
2024.0,10.0,7-12세,21.2,6.9,10.0,,54.0,B
2024.0,10.0,70-74세,,,,85.0,,B
2024.0,10.0,75세 이상,,,,86.5,,B
2024.0,10.0,연령미상,,,,,0.0,B
2024.0,11.0,0-6세,,4.5,,,,B
2024.0,11.0,0세,9.5,,3.0,,3.0,B
2024.0,11.0,1-6세,14.5,,8.0,,86.0,B
2024.0,11.0,13-18세,29.6,15.4,2.0,,58.0,B
2024.0,11.0,19-49세,18.4,7.4,11.0,,236.0,B
2024.0,11.0,50-64세,10.3,2.2,5.0,,43.0,B
2024.0,11.0,65-69세,,,,76.0,,B
2024.0,11.0,65세 이상,,,,82.5,,B
2024.0,11.0,65세이상,8.2,0.0,25.0,,84.0,B
2024.0,11.0,7-12세,26.4,13.2,7.0,,101.0,B
2024.0,11.0,70-74세,,,,85.0,,B
2024.0,11.0,75세 이상,,,,86.5,,B
2024.0,11.0,연령미상,,,,,0.0,B
2024.0,12.0,0-6세,,3.7,,,,B
2024.0,12.0,0세,10.5,,1.0,,8.0,B
2024.0,12.0,1-6세,14.4,,12.0,,73.0,B
2024.0,12.0,13-18세,23.8,11.5,2.0,,94.0,B
2024.0,12.0,19-49세,15.7,10.5,10.0,,265.0,B
2024.0,12.0,50-64세,10.3,4.2,1.0,,59.0,B
2024.0,12.0,65-69세,,,,76.0,,B
2024.0,12.0,65세 이상,,,,82.5,,B
2024.0,12.0,65세이상,7.2,2.0,15.0,,76.0,B
2024.0,12.0,7-12세,20.5,14.9,6.0,,141.0,B
2024.0,12.0,70-74세,,,,85.0,,B
2024.0,12.0,75세 이상,,,,86.5,,B
2024.0,12.0,연령미상,,,,,0.0,B
2024.0,13.0,0-6세,,4.3,,,,B
2024.0,13.0,0세,8.2,,1.0,,7.0,B
2024.0,13.0,1-6세,14.7,,12.0,,79.0,B
2024.0,13.0,13-18세,25.8,9.9,6.0,,114.0,B
2024.0,13.0,19-49세,16.4,5.4,10.0,,304.0,B
2024.0,13.0,50-64세,9.0,2.0,8.0,,65.0,B
2024.0,13.0,65-69세,,,,76.0,,B
2024.0,13.0,65세 이상,,,,82.5,,B
2024.0,13.0,65세이상,6.1,0.0,21.0,,63.0,B
2024.0,13.0,7-12세,25.5,26.6,13.0,,159.0,B
2024.0,13.0,70-74세,,,,85.0,,B
2024.0,13.0,75세 이상,,,,86.5,,B
2024.0,13.0,연령미상,,,,,0.0,B
2024.0,14.0,0-6세,,5.7,,,,B
2024.0,14.0,0세,7.2,,3.0,,3.0,B
2024.0,14.0,1-6세,12.1,,20.0,,53.0,B
2024.0,14.0,13-18세,24.7,19.1,8.0,,82.0,B
2024.0,14.0,19-49세,17.1,2.2,5.0,,229.0,B
2024.0,14.0,50-64세,9.0,2.5,8.0,,53.0,B
2024.0,14.0,65-69세,,,,76.0,,B
2024.0,14.0,65세 이상,,,,82.5,,B
2024.0,14.0,65세이상,7.3,4.0,22.0,,76.0,B
2024.0,14.0,7-12세,27.0,17.6,14.0,,163.0,B
2024.0,14.0,70-74세,,,,85.0,,B
2024.0,14.0,75세 이상,,,,86.5,,B
2024.0,14.0,연령미상,,,,,0.0,B
2024.0,15.0,0-6세,,5.0,,,,B
2024.0,15.0,0세,6.5,,3.0,,2.0,B
2024.0,15.0,1-6세,12.1,,22.0,,58.0,B
2024.0,15.0,13-18세,22.9,16.7,2.0,,67.0,B
2024.0,15.0,19-49세,14.5,7.1,7.0,,203.0,B
2024.0,15.0,50-64세,7.1,0.0,6.0,,46.0,B
2024.0,15.0,65-69세,,,,76.0,,B
2024.0,15.0,65세 이상,,,,82.5,,B
2024.0,15.0,65세이상,6.0,2.1,17.0,,77.0,B
2024.0,15.0,7-12세,24.8,16.1,10.0,,162.0,B
2024.0,15.0,70-74세,,,,85.0,,B
2024.0,15.0,75세 이상,,,,86.5,,B
2024.0,15.0,연령미상,,,,,0.0,B
2024.0,16.0,0-6세,,1.4,,,,B
2024.0,16.0,0세,3.1,,2.0,,2.0,B
2024.0,16.0,1-6세,12.0,,16.0,,47.0,B
2024.0,16.0,13-18세,16.8,2.6,6.0,,51.0,B
2024.0,16.0,19-49세,13.5,9.3,8.0,,147.0,B
2024.0,16.0,50-64세,7.5,3.7,3.0,,35.0,B
2024.0,16.0,65-69세,,,,76.0,,B
2024.0,16.0,65세 이상,,,,82.5,,B
2024.0,16.0,65세이상,6.2,0.0,16.0,,81.0,B
2024.0,16.0,7-12세,19.9,18.2,9.0,,105.0,B
2024.0,16.0,70-74세,,,,85.1,,B
2024.0,16.0,75세 이상,,,,86.5,,B
2024.0,16.0,연령미상,,,,,0.0,B
2024.0,17.0,0-6세,,1.5,,,,B
2024.0,17.0,0세,4.0,,1.0,,4.0,B
2024.0,17.0,1-6세,11.1,,8.0,,38.0,B
2024.0,17.0,13-18세,15.4,3.4,3.0,,54.0,B
2024.0,17.0,19-49세,11.8,1.5,6.0,,94.0,B
2024.0,17.0,50-64세,6.9,3.6,3.0,,27.0,B
2024.0,17.0,65-69세,,,,76.0,,B
2024.0,17.0,65세 이상,,,,82.5,,B
2024.0,17.0,65세이상,4.8,0.0,12.0,,51.0,B
2024.0,17.0,7-12세,18.8,14.1,9.0,,83.0,B
2024.0,17.0,70-74세,,,,85.1,,B
2024.0,17.0,75세 이상,,,,86.5,,B
2024.0,17.0,연령미상,,,,,0.0,B
2024.0,18.0,0-6세,,0.0,,,,B
2024.0,18.0,0세,6.9,,1.0,,3.0,B
2024.0,18.0,1-6세,11.1,,8.0,,31.0,B
2024.0,18.0,13-18세,12.1,4.8,3.0,,29.0,B
2024.0,18.0,19-49세,9.3,1.3,1.0,,83.0,B
2024.0,18.0,50-64세,5.9,10.8,6.0,,40.0,B
2024.0,18.0,65-69세,,,,76.0,,B
2024.0,18.0,65세 이상,,,,82.5,,B
2024.0,18.0,65세이상,3.7,2.6,13.0,,62.0,B
2024.0,18.0,7-12세,14.5,8.1,2.0,,43.0,B
2024.0,18.0,70-74세,,,,85.1,,B
2024.0,18.0,75세 이상,,,,86.5,,B
2024.0,18.0,연령미상,,,,,0.0,B
2024.0,19.0,0-6세,,0.0,,,,B
2024.0,19.0,0세,5.6,,1.0,,5.0,B
2024.0,19.0,1-6세,8.7,,1.0,,35.0,B
2024.0,19.0,13-18세,14.7,11.1,1.0,,18.0,B
2024.0,19.0,19-49세,8.6,5.1,2.0,,89.0,B
2024.0,19.0,50-64세,6.1,7.5,1.0,,25.0,B
2024.0,19.0,65세이상,3.7,0.0,5.0,,38.0,B
2024.0,19.0,7-12세,13.8,11.4,2.0,,50.0,B
2024.0,19.0,연령미상,,,,,0.0,B
2024.0,20.0,0-6세,,0.0,,,,B
2024.0,20.0,0세,3.9,,1.0,,3.0,B
2024.0,20.0,1-6세,8.3,,2.0,,22.0,B
2024.0,20.0,13-18세,11.1,0.0,0.0,,22.0,B
2024.0,20.0,19-49세,9.6,4.3,2.0,,87.0,B
2024.0,20.0,50-64세,6.2,0.0,2.0,,20.0,B
2024.0,20.0,65세이상,4.4,2.1,10.0,,66.0,B
2024.0,20.0,7-12세,11.2,6.5,2.0,,40.0,B
2024.0,20.0,연령미상,,,,,0.0,B
2024.0,21.0,0-6세,,0.0,,,,B
2024.0,21.0,0세,6.9,,0.0,,4.0,B
2024.0,21.0,1-6세,8.7,,3.0,,23.0,B
2024.0,21.0,13-18세,13.3,12.5,0.0,,19.0,B
2024.0,21.0,19-49세,8.6,0.0,1.0,,54.0,B
2024.0,21.0,50-64세,4.7,3.1,3.0,,25.0,B
2024.0,21.0,65세이상,4.5,3.8,12.0,,56.0,B
2024.0,21.0,7-12세,12.5,7.3,2.0,,28.0,B
2024.0,21.0,연령미상,,,,,0.0,B
2024.0,22.0,0-6세,,1.0,,,,B
2024.0,22.0,0세,10.6,,1.0,,5.0,B
2024.0,22.0,1-6세,8.7,,6.0,,16.0,B
2024.0,22.0,13-18세,10.2,3.6,0.0,,18.0,B
2024.0,22.0,19-49세,8.1,0.0,1.0,,47.0,B
2024.0,22.0,50-64세,5.5,3.2,5.0,,26.0,B
2024.0,22.0,65세이상,4.7,0.0,8.0,,59.0,B
2024.0,22.0,7-12세,10.0,8.5,2.0,,26.0,B
2024.0,22.0,연령미상,,,,,0.0,B
2024.0,23.0,0-6세,,1.0,,,,B
2024.0,23.0,0세,5.4,,1.0,,2.0,B
2024.0,23.0,1-6세,9.0,,5.0,,11.0,B
2024.0,23.0,13-18세,11.4,9.7,3.0,,18.0,B
2024.0,23.0,19-49세,6.5,0.0,1.0,,51.0,B
2024.0,23.0,50-64세,4.4,0.0,4.0,,33.0,B
2024.0,23.0,65세이상,3.6,2.4,4.0,,41.0,B
2024.0,23.0,7-12세,12.5,1.9,4.0,,27.0,B
2024.0,23.0,연령미상,,,,,0.0,B
2024.0,24.0,0-6세,,0.0,,,,B
2024.0,24.0,0세,5.8,,0.0,,0.0,B
2024.0,24.0,1-6세,8.7,,0.0,,14.0,B
2024.0,24.0,13-18세,10.0,4.0,2.0,,8.0,B
2024.0,24.0,19-49세,6.5,0.0,1.0,,56.0,B
2024.0,24.0,50-64세,4.8,0.0,1.0,,22.0,B
2024.0,24.0,65세이상,3.3,0.0,9.0,,44.0,B
2024.0,24.0,7-12세,9.6,0.0,3.0,,19.0,B
2024.0,24.0,연령미상,,,,,0.0,B
2024.0,25.0,0-6세,,0.0,,,,A(H3N2)
2024.0,25.0,0세,5.6,,0.0,,1.0,A(H3N2)
2024.0,25.0,1-6세,7.1,,2.0,,12.0,A(H3N2)
2024.0,25.0,13-18세,8.0,0.0,0.0,,11.0,A(H3N2)
2024.0,25.0,19-49세,7.3,0.0,0.0,,50.0,A(H3N2)
2024.0,25.0,50-64세,5.0,0.0,1.0,,16.0,A(H3N2)
2024.0,25.0,65세이상,3.2,2.7,3.0,,33.0,A(H3N2)
2024.0,25.0,7-12세,10.0,0.0,4.0,,11.0,A(H3N2)
2024.0,25.0,연령미상,,,,,0.0,A(H3N2)
2024.0,26.0,0-6세,,1.0,,,,A(H1N1)pdm09
2024.0,26.0,0세,4.0,,1.0,,1.0,A(H1N1)pdm09
2024.0,26.0,1-6세,8.2,,2.0,,9.0,A(H1N1)pdm09
2024.0,26.0,13-18세,9.0,0.0,3.0,,13.0,A(H1N1)pdm09
2024.0,26.0,19-49세,7.9,0.0,5.0,,54.0,A(H1N1)pdm09
2024.0,26.0,50-64세,4.6,0.0,3.0,,15.0,A(H1N1)pdm09
2024.0,26.0,65세이상,3.9,2.2,3.0,,41.0,A(H1N1)pdm09
2024.0,26.0,7-12세,8.1,0.0,1.0,,17.0,A(H1N1)pdm09
2024.0,26.0,연령미상,,,,,0.0,A(H1N1)pdm09
2024.0,27.0,0-6세,,0.0,,,,A(H1N1)pdm09
2024.0,27.0,0세,5.9,,1.0,,1.0,A(H1N1)pdm09
2024.0,27.0,1-6세,8.4,,3.0,,16.0,A(H1N1)pdm09
2024.0,27.0,13-18세,7.3,0.0,1.0,,2.0,A(H1N1)pdm09
2024.0,27.0,19-49세,7.3,1.8,4.0,,52.0,A(H1N1)pdm09
2024.0,27.0,50-64세,4.7,0.0,4.0,,27.0,A(H1N1)pdm09
2024.0,27.0,65세이상,3.2,0.0,10.0,,44.0,A(H1N1)pdm09
2024.0,27.0,7-12세,10.3,0.0,2.0,,17.0,A(H1N1)pdm09
2024.0,27.0,연령미상,,,,,0.0,A(H1N1)pdm09
2024.0,28.0,0-6세,,1.2,,,,A(H1N1)pdm09
2024.0,28.0,0세,3.8,,0.0,,0.0,A(H1N1)pdm09
2024.0,28.0,1-6세,9.2,,7.0,,14.0,A(H1N1)pdm09
2024.0,28.0,13-18세,10.5,0.0,0.0,,13.0,A(H1N1)pdm09
2024.0,28.0,19-49세,7.7,0.0,5.0,,62.0,A(H1N1)pdm09
2024.0,28.0,50-64세,3.8,0.0,3.0,,25.0,A(H1N1)pdm09
2024.0,28.0,65세이상,5.2,0.0,11.0,,40.0,A(H1N1)pdm09
2024.0,28.0,7-12세,9.9,0.0,6.0,,20.0,A(H1N1)pdm09
2024.0,28.0,연령미상,,,,,0.0,A(H1N1)pdm09
2024.0,29.0,0-6세,,0.0,,,,A(H1N1)pdm09
2024.0,29.0,0세,1.9,,0.0,,1.0,A(H1N1)pdm09
2024.0,29.0,1-6세,7.5,,12.0,,12.0,A(H1N1)pdm09
2024.0,29.0,13-18세,9.6,0.0,0.0,,23.0,A(H1N1)pdm09
2024.0,29.0,19-49세,9.4,0.0,3.0,,84.0,A(H1N1)pdm09
2024.0,29.0,50-64세,5.5,3.7,4.0,,31.0,A(H1N1)pdm09
2024.0,29.0,65세이상,4.0,0.0,11.0,,39.0,A(H1N1)pdm09
2024.0,29.0,7-12세,8.8,4.4,7.0,,28.0,A(H1N1)pdm09
2024.0,29.0,연령미상,,,,,0.0,A(H1N1)pdm09
2024.0,30.0,0-6세,,0.0,,,,A(H1N1)pdm09
2024.0,30.0,0세,2.8,,2.0,,1.0,A(H1N1)pdm09
2024.0,30.0,1-6세,6.3,,6.0,,12.0,A(H1N1)pdm09
2024.0,30.0,13-18세,11.3,0.0,0.0,,27.0,A(H1N1)pdm09
2024.0,30.0,19-49세,11.1,0.0,6.0,,123.0,A(H1N1)pdm09
2024.0,30.0,50-64세,6.6,5.0,5.0,,41.0,A(H1N1)pdm09
2024.0,30.0,65세이상,4.8,1.9,7.0,,81.0,A(H1N1)pdm09
2024.0,30.0,7-12세,11.0,0.0,5.0,,26.0,A(H1N1)pdm09
2024.0,30.0,연령미상,,,,,0.0,A(H1N1)pdm09
2024.0,31.0,0-6세,,2.3,,,,A(H3N2)
2024.0,31.0,0세,1.8,,0.0,,3.0,A(H3N2)
2024.0,31.0,1-6세,5.7,,4.0,,24.0,A(H3N2)
